index,timestamp,en_text,zh_opus,zh_translated
676,"00:43:39,253 --> 00:43:42,992",Why would he hide a secret for a snake?,这是埃博尼泽·林雪猁  为气侯墙所写的原始日志,他为什么要为蛇隐一个秘密?
677,"00:43:43,349 --> 00:43:48,584","I don't know, but it must have been big cause a tortoise died for it.",他为什么要为一条蛇保守秘密？,"我不知道,但它一定很大 因为一只海因为它而死."
678,"00:43:48,907 --> 00:43:52,640",I am guessing that it was a slow death.,因为乌龟为此而死,我猜这是一个缓慢的死亡.
679,"00:43:56,128 --> 00:43:59,945",The fanging didn't just change how folks saw snakes.,咬伤事件  不仅改变了人们对蛇的看法,咬不仅仅是 改变人们看到蛇的方式.
680,"00:44:00,436 --> 00:44:03,829",No mammals trusted any reptile after that.,咬伤事件  不仅改变了人们对蛇的看法,"之后,没有哺乳动物信任任何爬行动物."
681,"00:44:05,135 --> 00:44:07,334",That's why we all left.,此后 没有哺乳动物  再信任任何爬行动物了,这就是为什么我们都离开了.
682,"00:44:08,037 --> 00:44:12,746",And that's when the Lynxleys expanded Tundratown the first time.,就在那时 林雪猁家族第一次扩建了苔原镇,"那时,林克斯利 首先扩大了Tundratown."
683,"00:44:13,807 --> 00:44:15,682",And it's happening again.,就在那时 林雪猁家族第一次扩建了苔原镇,这一次又发生了.
684,"00:44:17,177 --> 00:44:19,700",The expansion is going here.,而这一切正在重演,扩张将发生在这里.
685,"00:44:20,380 --> 00:44:23,171",Marsh Market will be buried in snow.,扩建工程将在这里进行,马什市场将被雪地埋葬.
686,"00:44:24,298 --> 00:44:26,072",We'll all get pushed out.,沼泽市场将被雪掩埋,我们都会被赶出去.
687,"00:44:27,160 --> 00:44:32,980","Those lynxes will get more land, and there's no way to stop them.",那些猞猁将会获得更多的领地,"这些鱼会得到更多的土地, 没有办法阻止他们."
688,"00:44:38,751 --> 00:44:42,345",What if the secret hidden in here could?,倘若藏匿其中的秘密能够……,如果隐藏在这里的秘密能?
689,"00:44:43,360 --> 00:44:49,834",Then I would say holding it puts the two of you in grave danger.,持有它  会将你们两人置于极大的危险之中,"然后我会说,把它放在 你们两个处于严重的危险之中."
690,"00:44:57,742 --> 00:44:59,483",They tracked you?,他们跟踪你了？,他们跟踪了你吗?
691,"00:45:01,225 --> 00:45:02,008",Whoops.,哎呀,哈哈哈.
692,"00:45:04,320 --> 00:45:05,915",It's the ZPD!,这是动物城警局,这是ZPD!
693,"00:45:10,625 --> 00:45:11,295",Follow me.,跟我来！快点！,随着我.
694,"00:45:11,320 --> 00:45:12,440",Come on.,跟我来！快点！,"走吧,走吧,走吧."
695,"00:45:14,960 --> 00:45:17,166","Wait, why are you helping us?",等等 你为什么要帮我们？,"待,你为什么要帮助我们?"
696,"00:45:17,244 --> 00:45:19,409",You two saved this city once.,你们俩曾经拯救过这座城市,你俩曾经拯救了这个城市.
697,"00:45:19,644 --> 00:45:21,608",I reckon you can save it again.,我觉得你还能再救一次,我认为你可以再次保存它.
698,"00:45:21,909 --> 00:45:27,240","And when you do, maybe everyone will see we ain't that different.",也许大家都会发现我们  其实并没有那么不同,"当你这样做时,也许每个人都会 我们会看到我们不那么不同."
699,"00:45:33,538 --> 00:45:34,121",Freeze!,别动,停下来!
700,"00:45:36,017 --> 00:45:39,295","I'm really sorry, but this is my family's only chance to come home.",但这是我们全家唯一回家的机会,"我真的很抱歉,但这是 这是我家唯一的回家机会."
701,"00:45:39,320 --> 00:45:40,542","Wait, we want to help!",等等 我们想帮助你,"待,我们想要帮助!"
702,"00:45:40,958 --> 00:45:41,958","Wait, wait!",等等,"等待,等待!"
703,"00:45:43,117 --> 00:45:44,275",Come back!,等等 回来 没有路 走码头,回来吧!
704,"00:45:44,708 --> 00:45:46,458",There's no path. Take the docks.,等等 回来 没有路 走码头,没有路径. 拿着码头.
705,"00:45:47,583 --> 00:45:48,215",Carrots!,小不点！ 等等,胡卜!
706,"00:45:48,240 --> 00:45:49,815",Wait! We believe you.,我们相信你 尼克 来吧来吧,待一点! 我们相信你.
707,"00:45:49,840 --> 00:45:51,250","Nick, come on, come on.",我们相信你 尼克 来吧来吧,"尼克,来吧,来吧."
708,"00:46:02,644 --> 00:46:03,371",Grab it!,抓住它,抓住它!
709,"00:46:10,083 --> 00:46:11,485",I got eyes on them.,我发现他们了！ 他们正朝着管道去了！,我看着他们.
710,"00:46:11,569 --> 00:46:13,789",- They're heading for the tubes! - In pursuit.,我发现他们了！ 他们正朝着管道去了！,- 他们朝着管道! - 在追捕.
711,"00:46:30,649 --> 00:46:31,731",- Hey Bubba. - Hey Bub.,嘿 哥们 嘿 哥们嘿 哥们嘿 哥们嘿 哥们 走,"- 巴. - ,."
712,"00:46:31,776 --> 00:46:33,776",- Hey Bub. - Hey Bub.,嘿 哥们 嘿 哥们嘿 哥们嘿 哥们嘿 哥们 走,"- ,. - ,."
713,"00:46:34,129 --> 00:46:34,754",Go!,嘿 哥们 嘿 哥们嘿 哥们嘿 哥们嘿 哥们 走,走吧!
714,"00:46:36,217 --> 00:46:38,217",- Hey Bub. - Bye-bye.,嘿 哥们,"- ,. - 别见你."
715,"00:46:48,333 --> 00:46:49,142",One tip.,专业提示！如果他选择红线,一个提示.
716,"00:46:49,175 --> 00:46:52,780","If he goes for the red line, do not follow.",专业提示！如果他选择红线,"如果他去红色 在线,不要跟着."
717,"00:46:52,840 --> 00:46:56,255",You will run out of air. Good luck.,你会缺氧的,你会空气耗尽. 祝你好运.
718,"00:46:56,280 --> 00:46:57,455",I love you!,你会缺氧的,我爱你!
719,"00:47:04,249 --> 00:47:05,290",Cannonball!,深水炸弹！,枪球!
720,"00:47:07,920 --> 00:47:09,775","No, that's a red line. Red line, red line!",深水炸弹！,"不,这是一个红线. 红线,红线!"
721,"00:47:09,800 --> 00:47:10,760",You're going to run out of air!,不 那是红线 红线 红线！,你会没有空气!
722,"00:47:10,885 --> 00:47:12,400","Coconut, coconut!",不 那是红线 红线 红线！,"子,子!"
723,"00:47:32,680 --> 00:47:34,615","Anything you need, I got them.",你需要的任何东西我都有 续集前传再传,"任何你需要的东西,我得到了."
724,"00:47:34,640 --> 00:47:36,375","Sequels, prequels, requels.",你需要的任何东西我都有 续集前传再传,"后续,前续,后续."
725,"00:47:36,400 --> 00:47:38,640",Who says the industry's going down the tube?,你需要的任何东西我都有 续集前传再传,谁说行业的 在管道下去?
726,"00:48:30,179 --> 00:48:32,222",- Are you okay? - Yeah.,你还好吗？,- 你还在好吗? - 是的.
727,"00:48:32,829 --> 00:48:33,259",Yes.,你还好吗？,"是的,是的."
728,"00:48:34,334 --> 00:48:34,912",You?,你还好吗？,你是不是?
729,"00:48:35,760 --> 00:48:39,086","Well, I-I feel like some...",呃 你呢,"好吧,我觉得有些..."
730,"00:48:39,744 --> 00:48:41,999",Some sorries may be in order.,嗯 我觉得有些……有些道歉或许是必要的,一些抱歉可能是正确的.
731,"00:48:42,646 --> 00:48:44,465","Nick, it's okay.",嗯 我觉得有些……有些道歉或许是必要的,"尼克,没关系."
732,"00:48:45,113 --> 00:48:47,300",I know you didn't want to lose him on purpose.,尼克 没关系,我知道你不想 为了故意失去他.
733,"00:48:48,572 --> 00:48:51,396","Oh, not me sorry. No, no.",我知道你不是  故意要弄丢它们的,",不是我抱歉. 没有,没有."
734,"00:48:51,508 --> 00:48:52,869",You sorry.,哦 不是我抱歉,你很抱歉.
735,"00:48:53,695 --> 00:48:58,818","Well, now we kinda have no way to find him or stop the lynxes, so...",不 不 你应该道歉,"现在我们找不到 他要么阻止鱼,所以..."
736,"00:48:59,111 --> 00:49:00,391",Agree to disagree.,现在我们基本上没办法找到他了,我们同意不同意.
737,"00:49:01,318 --> 00:49:03,706",But we are alive.,好吧 现在我们既找不到他 也阻止不了猞猁,但我们还活着.
738,"00:49:04,052 --> 00:49:06,430","So if we can't find him, that's great.",所以我们各执己见吧,"所以如果我们找不到他,那很好."
739,"00:49:06,508 --> 00:49:09,333",What we can find is a truck out of here.,所以 如果我们找不到他 那就太好了,我们能找到一辆卡车.
740,"00:49:23,115 --> 00:49:25,659",Box of old matches. Helpful.,一盒旧火柴 挺有帮助的,一盒旧的子. 很有帮助.
741,"00:49:26,050 --> 00:49:29,845","Trudy Cabbagepatch, leaving town. We're done.",一盒旧火柴 挺有帮助的,"杜迪·卡布帕奇,离开城市. 我们已经完成了."
742,"00:49:30,244 --> 00:49:31,787",Yodelay hee-hoo!,特鲁迪·卡巴格帕奇,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
743,"00:49:32,389 --> 00:49:35,503","- This is weird place for you to be. - Ja, very weird.",离开了小镇,"- 这是一个奇怪的地方. - 是的,非常奇怪."
744,"00:49:35,583 --> 00:49:37,389",You there fell out of the tube.,哟嘚嘞 嘿吼！,你从管中掉下来了.
745,"00:49:37,490 --> 00:49:39,284","Okay, we will call police to help.",啊 你来这里真奇怪   是啊 非常奇怪,"好吧,我们会打电话给警察."
746,"00:49:39,309 --> 00:49:40,827","No! No, no, we're fine.",啊 你来这里真奇怪   是啊 非常奇怪,"没有,我们没事."
747,"00:49:40,882 --> 00:49:42,858","Yeah, but we were just leaving town.",啊 它们从管子里掉出来了,"是的,但我们刚刚离开城市."
748,"00:49:42,992 --> 00:49:47,534","Actually, um, do you happen to know where this tube goes?",我们没事  是啊 不过我们正要离开小镇,"事实上,你 你知道这个管子去哪里吗?"
749,"00:49:47,590 --> 00:49:49,655","- Copenhoofen. - Ja, is Copenhoofen.",其实 呃 你可知道这条管道通向何处？,"- 哥本哈夫. - 是的,是哥本哈夫."
750,"00:49:49,805 --> 00:49:50,927","Got it, thank y-",其实 呃 你可知道这条管道通向何处？,"得到了,谢谢你..."
751,"00:49:51,072 --> 00:49:53,796","Ah, you chew too much, this is not-",其实 呃 你可知道这条管道通向何处？,"你得太多, 这不是..."
752,"00:49:59,543 --> 00:50:01,742",Where did- Where did you find these flowers?,哦哦 啊,在哪里? 你能找到这些花吗?
753,"00:50:01,809 --> 00:50:04,532","Oh, the Liebchen flower? At the tippity-top of the mountain.",哦哦 啊,",那个利布花? 在山顶上."
754,"00:50:04,658 --> 00:50:06,125",This is only place they grow.,你在哪里找到这些花的？,这只是他们生长的地方.
755,"00:50:07,255 --> 00:50:07,780",Is...,哦 是莉布琴花吗？,这是...
756,"00:50:09,856 --> 00:50:13,092","- Is there anything else up there? - Nope, there sure isn't.",这是它们唯一生长的地方 是.....,"- 还有其他东西吗? - 没有,肯定没有."
757,"00:50:13,125 --> 00:50:15,180","Oh ja, old Honeymoon Lodge.",呃.......,"是的,旧的蜜月旅馆."
758,"00:50:15,235 --> 00:50:18,405",What is closed for a long time was hideout for snakes.,上面还有其他东西吗？,什么是关闭的很长一段时间 时间是蛇的藏身地.
759,"00:50:20,316 --> 00:50:21,675",Honeymoon Lodge?,长期关闭的地方  以前是蛇的藏身之处,蜜月旅馆?
760,"00:50:21,753 --> 00:50:24,585",How- How do you reach it?,长期关闭的地方  以前是蛇的藏身之处,你怎么能到达它呢?
761,"00:50:24,610 --> 00:50:29,342","- Oh, tourist takes the tram from Copenhoofen. - But the rope is faster!",蜜月小屋？怎么……怎么才能到达那里？,- 游客从哥本霍芬乘坐电车. - 但绳子更快!
762,"00:50:30,250 --> 00:50:31,351",Good luck.,哦 游客们从科彭霍芬乘坐有轨电车,祝你好运.
763,"00:50:31,385 --> 00:50:34,231",- Have fun at the Honeymoon Lodge! - Thank you!,哦 游客们从科彭霍芬乘坐有轨电车,- 在蜜月旅馆好玩吧! - 谢谢你!
764,"00:50:40,726 --> 00:50:44,432",What does this secret have to do with the reptiles leaving town?,谢谢,这个秘密有什么关系? 随着爬行动物离开城市?
765,"00:50:46,083 --> 00:50:48,201",How did it get hidden in the journal in the first place?,这个秘密与爬行动物离开小镇有什么关系？,它是如何隐藏在 首先是日记?
766,"00:50:48,226 --> 00:50:49,990",Will you slow down?,这个秘密与爬行动物离开小镇有什么关系？,你会放慢吗?
767,"00:50:52,300 --> 00:50:54,667",How long do you think it's gonna be before Hoggbottom and the ZPD,它最初是如何被藏进日记本里的？,你认为这会持续多久? 在Hoggbottom和ZPD之前
768,"00:50:54,700 --> 00:50:55,875",figure out where we are?,你能不能慢一点？,找出我们在哪里?
769,"00:50:56,000 --> 00:50:58,708","If anything, we should be going faster.",哦,我们应该走得更快.
770,"00:50:59,922 --> 00:51:01,340",As I always say...,你觉得猪贝贝和动物警局  还要多久才会出现？ 弄清楚我们现在在哪儿？,正如我总是说的...
771,"00:51:01,365 --> 00:51:04,417",I really am just a dumb bunny.,如果说有什么变化的话 那就是我们应该加快速度,我真的只是一个愚蠢的子.
772,"00:51:04,958 --> 00:51:05,792",Nick...,如果说有什么变化的话 那就是我们应该加快速度,尼克...
773,"00:51:06,206 --> 00:51:10,313",I-I-I really am du-du-du- dumb bunny.,我真是一只蠢兔子,我真的很棒. 愚蠢的子.
774,"00:51:10,375 --> 00:51:12,512",Just dumb-du-du-du-dumb bunny.,尼克  我……我……我……我就是个蠢兔子,只是一个愚蠢的子.
775,"00:51:12,563 --> 00:51:13,818",This was a gift.,尼克  我……我……我……我就是个蠢兔子,这是一个礼物.
776,"00:51:13,918 --> 00:51:15,704",To symbolize our partnership.,尼克  我……我……我……我就是个蠢兔子,象征着我们的伙伴关系.
777,"00:51:16,095 --> 00:51:18,280",And it is not appropriate for this moment.,蠢 蠢 蠢 蠢兔子,而不是 适合这个时刻.
778,"00:51:18,673 --> 00:51:19,588","Oh, no, I was just-",这是别人送的礼物  象征着我们的伙伴关系,",我只是..."
779,"00:51:20,167 --> 00:51:23,029",Hoping to jot down some ideas for what we will put,这是别人送的礼物  象征着我们的伙伴关系,希望能写下一些想法 为什么我们会把
780,"00:51:23,054 --> 00:51:24,945",on our tombstones. I'll start.,现在这样做并不合适,在我们的墓碑上. 我会开始.
781,"00:51:25,123 --> 00:51:26,575","""His partner did it.""",哦不 我只是想记下来而已,"""他的伴侣做了."
782,"00:51:27,133 --> 00:51:29,610",What happened to you that you can't just have a normal conversation?,我只是想把我们将来  刻在墓碑上的文字草草记下来,"什么发生在你,你不能 只是一个正常的对话?"
783,"00:51:31,240 --> 00:51:34,499",I will save that for my therapy animal.,你到底怎么了 连正常对话都做不到？,我会把它留给我的治疗动物.
784,"00:51:35,068 --> 00:51:38,014","Yeah, you need a therapy animal.",我.......会把这个留给我治疗动物,"是的,你需要一个治疗动物."
785,"00:51:38,204 --> 00:51:42,434","Well, you need a herd of therapy animals.",我.......会把这个留给我治疗动物,你需要一群治疗动物.
786,"00:51:42,490 --> 00:51:45,704","Yeah, you need a whole migration of therapy animals!",好吧  你.......需要一群治疗动物,"是的,你需要一个整体 治疗动物的迁移!"
787,"00:52:20,571 --> 00:52:21,404",Carrots?,嗯,胡卜?
788,"00:53:05,583 --> 00:53:06,667","Hey, Carrots?",嘿 小不点？,你的胡卜吗?
789,"00:53:46,500 --> 00:53:48,083","Uh, Carrots?",呃 小不点,胡卜?
790,"00:53:56,167 --> 00:53:57,042",Carrots!,小不点,胡卜!
791,"00:54:27,021 --> 00:54:29,901",There was a whole reptile neighborhood.,这里简直就是一个爬行动物的聚居区,有一个爬行动物社区.
792,"00:54:32,642 --> 00:54:33,684",Their home.,他们的家,他们家.
793,"00:54:36,808 --> 00:54:38,751",The lynxes just erased it.,猞猁刚刚把它抹去了,鱼只是抹去了它.
794,"00:54:39,319 --> 00:54:41,240",This is what they do.,这就是他们的所作所为,这就是他们的工作.
795,"00:54:42,813 --> 00:54:43,659",We have to go.,我们得走了  他们用谎言驱赶动物 只为占为己有,我们必须走.
796,"00:54:43,684 --> 00:54:47,133",They push animals out with lies so they can have more.,我们得走了  他们用谎言驱赶动物 只为占为己有,他们用谎言把动物赶出去. 所以他们可以得到更多.
797,"00:54:47,167 --> 00:54:48,333","We gotta go, Carrots, we gotta go!",我们得走了  他们用谎言驱赶动物 只为占为己有,"我们必须走,胡卜, 我们必须走!"
798,"00:54:48,360 --> 00:54:49,775",That's what the snake's trying to prove!,我们得走了 这就是那条蛇想要的证明！对吧,这就是蛇试图证明的!
799,"00:54:49,800 --> 00:54:52,708",- The ZPD is here. - What?,动物警察局的来了,- 警方在这里. - 什么? - 什么?
800,"00:54:53,572 --> 00:54:55,648",No one will believe us. Not without proof!,没有证据 没人会相信我们,没有人会相信我们. 没有证据!
801,"00:54:55,682 --> 00:54:59,387","Leave it! They aren't gonna just arrest us, the lynxes want us dead!",相信我 他们就要逮捕我们的,他们不会逮捕我们. 鱼想要我们死!
802,"00:54:59,417 --> 00:55:01,039","We need it, to solve the case.",我们需要它来破案！,"我们需要它,解决这个案子."
803,"00:55:01,083 --> 00:55:03,427","- Judy, just- - We have to solve the case!",朱迪 我必须破案,"- 朱迪,我只是... - 我们必须解决这个案子!"
804,"00:55:03,544 --> 00:55:06,095",- Nick! - I don't care about the case!,尼克 我不在乎这个案子,- 尼克! - 我不在乎这个案子!
805,"00:55:08,305 --> 00:55:10,302","Judy, it's not worth dying for.",朱迪 不值得为此丧命,"朱迪,这不值得死去."
806,"00:55:13,182 --> 00:55:16,918",The world will never be a better place if no one is,若无人敢于行正义之事,"世界永远不会 一个更好的地方,如果没有人"
807,"00:55:16,943 --> 00:55:18,874",brave enough to do the right thing.,世界便永无改善之日,有足够的勇气去做正确的事情.
808,"00:55:18,941 --> 00:55:21,072","The world is what it is, Carrots.",小不点 你还得扮演英雄的角色……,"世界就是它,胡卜."
809,"00:55:21,106 --> 00:55:24,342","And sometimes, being a hero",小不点 你还得扮演英雄的角色……,"有时,成为一个英雄"
810,"00:55:25,325 --> 00:55:28,427",it just doesn't make a difference.,这根本没什么区别,这只是没有什么区别.
811,"00:55:35,834 --> 00:55:37,222","I think, uh...",我觉得.....呃,"我认为,..."
812,"00:55:39,742 --> 00:55:40,742",I think...,我想也许 也许我们,我认为...
813,"00:55:41,716 --> 00:55:43,494","Maybe, maybe we...",我想也许 也许我们,"也许,也许我们..."
814,"00:55:46,629 --> 00:55:48,137",are different.,啊,它们是不同的.
815,"00:56:23,922 --> 00:56:26,044","Oh my gosh, I think I just took out a cop.",呃 抱歉 警官  宝伯特？,",我觉得我刚杀了一个警察."
816,"00:56:26,156 --> 00:56:27,774","Uh, sorry sir!",嗯 就是 你知道的  我们是好人！,"抱歉,先生!"
817,"00:56:27,852 --> 00:56:28,533",Pawbert?,嗯 就是 你知道的  我们是好人！,帕伯特?
818,"00:56:28,600 --> 00:56:30,174","Yeah, it's, you know...",我跟你说过她在帮忙,"是的,你知道的..."
819,"00:56:30,218 --> 00:56:32,852",- We're the good guys! - I told you she's helping.,我跟你说过她在帮忙,"- 我们是好人! - 我告诉你,她正在帮助."
820,"00:56:38,250 --> 00:56:39,207",Come with us!,我们抓到狐狸了！,我们一起来吧!
821,"00:56:41,602 --> 00:56:42,885",We have the fox.,我们抓到狐狸了！,我们有狐.
822,"00:56:42,995 --> 00:56:44,783",We have the fox!,他们已经抓住了你的搭档,我们有狐!
823,"00:56:45,486 --> 00:56:47,305",They already have your partner.,他们也抓不到你…… 求求你,他们已经拿到了你的伴侣.
824,"00:56:47,640 --> 00:56:49,470",They can't get you too.,他们也抓不到你…… 求求你,他们也不能抓住你.
825,"00:56:50,145 --> 00:56:50,872",Please.,我们可以阻止我的家人 哦哦,请你.
826,"00:56:51,130 --> 00:56:52,930",We can stop my family.,我们可以阻止我的家人 哦哦,我们可以阻止我的家人.
827,"00:57:07,280 --> 00:57:07,800",Judy.,啊 朱迪 啊 不 不 不,朱迪.
828,"00:57:09,024 --> 00:57:10,024","No, no, no!",我接到你了,"没有,没有,没有!"
829,"00:57:12,574 --> 00:57:13,254",I got you.,我接到你了,我抓住了你.
830,"00:57:29,964 --> 00:57:30,964",Here we go.,嘿 我们开始吧,我们开始了.
831,"00:57:57,897 --> 00:57:59,370",You're not dead!,你没死  哈哈,你还没有死!
832,"00:58:00,484 --> 00:58:01,770",She's not dead!,让....走.... 对不起 对不起,她还没有死!
833,"00:58:03,299 --> 00:58:04,381",Sorry! Sorry.,我刚拿到摩托车驾照,我很抱歉!
834,"00:58:04,440 --> 00:58:06,560",I just got my motorcycle license.,我刚拿到摩托车驾照,我刚刚获得了摩托车执照.
835,"00:58:09,660 --> 00:58:10,240",Nick?,尼克  他们呃.......,尼克?
836,"00:58:11,320 --> 00:58:14,214",They... They caught him.,他们抓住了他,他们抓住了他.
837,"00:58:17,941 --> 00:58:21,371","But out here, no one's gonna catch us.",但在这里 没人能抓到我们,"但在这里,没有人会抓住我们."
838,"00:58:26,760 --> 00:58:28,209",Mayor Winddancer.,马飞扬市长,镇长温德丹瑟.
839,"00:58:34,792 --> 00:58:35,840",Where's the bunny?,兔子在哪儿？,子在哪里?
840,"00:58:36,640 --> 00:58:37,440",I don't know.,我不知道,我不知道.
841,"00:58:38,377 --> 00:58:42,328","But you know, she's a rabbit, so maybe you can pull her out of your hat.",所以也许你能  把她从你的帽子里变出来,"但你知道的,她是一只子, 也许你可以把她从你的帽子里拉出来."
842,"00:58:43,364 --> 00:58:44,794",I'm not wearing a hat.,我没戴帽子,我没有戴帽子.
843,"00:58:44,828 --> 00:58:46,135","He's messing with you, sir.",市长 他在耍你,"他在玩弄你,先生."
844,"00:58:46,171 --> 00:58:48,075",I knew that. Get him out of here.,我就知道！ 把他们弄进去,我知道这一点. 带他走吧.
845,"00:58:54,415 --> 00:58:56,640","Where are they, Mr. Wilde?",王尔德先生 他们在哪儿？,"他们在哪里,威尔德先生?"
846,"00:59:00,000 --> 00:59:01,468",Begin the expansion.,启动扩建计划 冻结沼泽市场 把所有人都赶出去,开始扩张.
847,"00:59:01,535 --> 00:59:04,381","Freeze Marsh Market, flush everyone out.",启动扩建计划 冻结沼泽市场 把所有人都赶出去,"结马什市场,把每个人都赶出去."
848,"00:59:04,482 --> 00:59:05,208","No, you ca-",不 你可以........ 水族和狐狸一样 都是低等哺乳动物,"没有,你..."
849,"00:59:05,233 --> 00:59:10,295","Water folk, like foxes, are lesser mammals.",不 你可以........ 水族和狐狸一样 都是低等哺乳动物,"水的人,像狐一样, 是较小的哺乳动物."
850,"00:59:10,453 --> 00:59:16,095","If I say they helped a dangerous snake, no one will care what we do.",如果我说他们帮助了一条危险的蛇,"如果我说他们帮助了一个危险的蛇, 没有人会关心我们做什么."
851,"00:59:17,729 --> 00:59:20,709","You're going to a dark cell, Mr. Wilde.",王尔德先生,"你将被送到黑暗的牢房里,威尔德先生."
852,"00:59:20,854 --> 00:59:25,920",Just long enough to read the headline of your partner's demise.,只够看完同伙去世的新闻标题,足够长的时间来阅读标题 你的伴侣的去世.
853,"00:59:28,299 --> 00:59:31,870",You should have left town when you had the chance.,你本该在有机会的时候离开这座城市,你应该离开这个城市. 当你有机会的时候.
854,"00:59:40,726 --> 00:59:41,286",Dad.,父亲  来自帮助兔子和蛇的生物身上的毛皮,爸爸.
855,"00:59:42,129 --> 00:59:42,649",Fur.,父亲  来自帮助兔子和蛇的生物身上的毛皮,毛皮.
856,"00:59:42,855 --> 00:59:45,609",From whoever's helping the bunny and the snake.,父亲  来自帮助兔子和蛇的生物身上的毛皮,无论谁是帮助的 子和蛇.
857,"00:59:48,214 --> 00:59:49,593",Find Pawbert.,找到宝伯特,找伯特.
858,"00:59:51,828 --> 00:59:54,113",Almost to me hideout.,快到我的藏身处了,几乎是我隐藏的地方.
859,"00:59:55,445 --> 00:59:57,870","- Snake in the hole. - Yeah, yeah.",哈哈 洞中之蛇,"- 蛇在洞里. - 是的,是的."
860,"01:00:00,500 --> 01:00:02,406","We shall succeed, Judy Hopps.",我们会成功的 朱迪·霍普斯,"我们会成功,朱迪霍普斯."
861,"01:00:02,863 --> 01:00:06,178",We'll stop the Lynxleys and save your partner.,我们会阻止林雪猁一家 救出你的伙伴,我们会阻止林克斯利人. 拯救你的伴侣.
862,"01:00:06,669 --> 01:00:08,957",I'm sorry. You are...,对不起 你是.....？哦 盖瑞  盖瑞·德斯内克,我很抱歉. 你是...
863,"01:00:09,403 --> 01:00:11,345",Gary. Gary De'Snake.,对不起 你是.....？哦 盖瑞  盖瑞·德斯内克,盖里. 盖里·德斯内克.
864,"01:00:11,412 --> 01:00:13,857",- And your last name? - De'Snake.,对不起 你是.....？哦 盖瑞  盖瑞·德斯内克,- 你的姓名? - 德斯纳克.
865,"01:00:14,190 --> 01:00:16,892",Everything is gonna be okay.,你的姓氏是？ 德斯内克,一切都会好.
866,"01:00:26,125 --> 01:00:29,302",Teaming up with you is very exciting!,能和你们一起工作真是太棒了！ 哈哈,团队合作 和你在一起是非常令人兴奋的!
867,"01:00:30,208 --> 01:00:31,535",Don't worry about my fang.,能和你们一起工作真是太棒了！ 哈哈,不要担心我的牙.
868,"01:00:31,560 --> 01:00:34,015",I got my own anti-venom pen.,别担心我的獠牙,我有自己的防毒笔.
869,"01:00:34,040 --> 01:00:35,240",Stops the toxin.,我自有解毒针 阻止毒素扩散,阻止毒素.
870,"01:00:35,400 --> 01:00:37,255",Stab me straight into the heart!,我自有解毒针 阻止毒素扩散,直接刺进我的心脏!
871,"01:00:42,238 --> 01:00:44,113",Welcome to my oasis.,欢迎来到我的绿洲！哈哈,欢迎来到我的绿洲.
872,"01:00:45,080 --> 01:00:47,227",Away from my evil family.,欢迎来到我的绿洲！哈哈,远离我的邪恶家庭.
873,"01:00:47,271 --> 01:00:52,505","I like to come here, just kinda veg out, get with all my cat stuff.",远离我那邪恶的家庭,"我喜欢来这里. 吃蔬菜,把所有的猫物品都拿出来."
874,"01:00:53,000 --> 01:00:54,880","No, that's actually vintage.",把我的猫咪用品都拿走 哇,"不,这实际上是古老的."
875,"01:00:56,167 --> 01:00:57,000",You could just not...,不 那其实是古董 哈哈 不是,你可能不...
876,"01:00:57,826 --> 01:00:59,146","No, no, please don't.",不！要是你能不这么做就好了,"不,不,请不要."
877,"01:00:59,180 --> 01:01:01,535","Wow, mammals get the best stuff!",哦不不不 不 请不要 哇,",哺乳动物得到了最好的东西!"
878,"01:01:01,560 --> 01:01:02,841",No! Not that.,哇  哺乳动物真幸福！,"不,不是那个."
879,"01:01:04,800 --> 01:01:07,042","Turn it off, turn it off, turn it off, turn it off.",这是做什么用的？ 等等 不是那个,"关掉它,关掉它, 关掉它,关掉它."
880,"01:01:08,760 --> 01:01:11,033",So we should probably get to the journal.,关掉它 关掉它！,所以我们应该去报纸.
881,"01:01:12,440 --> 01:01:15,655",How did you become partners?,那么 我们最好还是看日记吧,你们怎么成为合作伙伴呢?
882,"01:01:16,468 --> 01:01:19,401","When I found out the journal was gonna be on display at the gala,",你们是如何成为合作伙伴的,"当我发现日记会 在演唱会上展出,"
883,"01:01:19,426 --> 01:01:23,109",I sent his family an anonymous letter asking to see it.,哦 当我得知那本日记将在晚宴上展出时,我给他的家人发了一个匿名的电话. 一封要求看到的信.
884,"01:01:23,198 --> 01:01:28,031","Luckily, they make Pawbert work in the mail room, so he read it first.",我给他的家人寄了一封匿名信 要求查看那封信,"幸运的是,他们让Powbert工作 在邮政室,所以他先读它."
885,"01:01:28,153 --> 01:01:30,631",I got him smuggled in from overseas.,所以他先读了 我把他从海外偷渡进来的,我让他从海外走私进来.
886,"01:01:30,743 --> 01:01:32,400",Seven days in a crate.,所以他先读了 我把他从海外偷渡进来的,在一个盒子里七天.
887,"01:01:32,958 --> 01:01:36,160","But if I fix things for my family, it'll be worth it.",被关在笼子里七天,"但如果我为我的家人做好一些事情, 这将是值得的."
888,"01:01:36,600 --> 01:01:39,560","Then we'll fix things for your partner, too.",那样做就值得了 我们也会帮你的搭档解决问题,然后我们会纠正事情. 对于你的伴侣也是如此.
